branch_ch,n_bcp,tt,ch_in_tt,module,type,iphi,ieta,high_over_low_gain_ratio,intercalib_factor
628,2,69,4,-1,mem,2,95,10.2,1
629,2,69,5,-1,unused,-1,-1,10.2,1
630,2,69,6,-1,mem,1,94,10.2,1
631,2,69,7,-1,unused,-1,-1,10.2,1
632,2,69,8,-1,mem,3,94,10.2,1
633,2,69,9,-1,unused,-1,-1,10.2,1
634,2,69,10,-1,mem,5,94,10.2,1
635,2,69,11,-1,unused,-1,-1,10.2,1
636,2,69,12,-1,mem,4,93,10.2,1
637,2,69,13,-1,unused,-1,-1,10.2,1
638,2,69,14,-1,mem,2,93,10.2,1
639,2,69,15,-1,unused,-1,-1,10.2,1
640,2,69,16,-1,mem,2,92,10.2,1
641,2,69,17,-1,unused,-1,-1,10.2,1
642,2,69,18,-1,mem,3,92,10.2,1
643,2,69,19,-1,unused,-1,-1,10.2,1
644,2,69,20,-1,mem,5,92,10.2,1
645,2,69,21,-1,unused,-1,-1,10.2,1
646,2,69,22,-1,mem,4,91,10.2,1
647,2,69,23,-1,unused,-1,-1,10.2,1
648,2,69,24,-1,mem,2,91,10.2,1
649,2,69,25,-1,mem,1,91,10.2,1
650,2,70,1,-1,unused,-1,-1,10.2,1
651,2,70,2,-1,mem,2,96,10.2,1
652,2,70,3,-1,unused,-1,-1,10.2,1
653,2,70,4,-1,mem,4,96,10.2,1
654,2,70,5,-1,unused,-1,-1,10.2,1
655,2,70,6,-1,mem,5,97,10.2,1
656,2,70,7,-1,unused,-1,-1,10.2,1
657,2,70,8,-1,mem,3,97,10.2,1
658,2,70,9,-1,unused,-1,-1,10.2,1
659,2,70,10,-1,mem,1,97,10.2,1
660,2,70,11,-1,unused,-1,-1,10.2,1
661,2,70,12,-1,mem,2,98,10.2,1
662,2,70,13,-1,unused,-1,-1,10.2,1
663,2,70,14,-1,mem,4,98,10.2,1
664,2,70,15,-1,unused,-1,-1,10.2,1
665,2,70,16,-1,mem,5,99,10.2,1
666,2,70,17,-1,unused,-1,-1,10.2,1
667,2,70,18,-1,mem,3,99,10.2,1
668,2,70,19,-1,unused,-1,-1,10.2,1
669,2,70,20,-1,mem,1,99,10.2,1
670,2,70,21,-1,unused,-1,-1,10.2,1
671,2,70,22,-1,mem,2,100,10.2,1
672,2,70,23,-1,unused,-1,-1,10.2,1
673,2,70,24,-1,mem,4,100,10.2,1
674,2,70,25,-1,mem,5,100,10.2,1
